"ID","DEPARTURE_DATE","ARRIVAL_DATE","ROUTE_ID","AIRPLANE_ID","ARRIVAL_COST","DEPARTURE_COST","TOTAL_FUEL_COST"
2369,"08/09/2017","08/09/2017",1915,6,61569,45757,1601319
2372,"16/09/2018","17/09/2018",1004,2,52102,32748,1705539
2373,"","",2082,3,55121,95585,1984004
2378,"28/02/2015","28/02/2015",844,7,90424,54208,1606576
2379,"27/05/2017","28/05/2017",377,3,65998,93794,1359470
2380,"09/08/2015","10/08/2015",1944,3,88318,37833,1637172
2381,"28/01/2019","28/01/2019",1110,4,47277,81281,1161950
2382,"26/12/2020","27/12/2020",1542,4,49059,36665,1628567
2383,"01/03/2020","01/03/2020",689,6,65364,36662,1088027
2384,"16/01/2016","17/01/2016",1059,3,80255,95592,1186238
2385,"05/04/2015","06/04/2015",817,5,97042,84027,1344131
2386,"27/07/2019","27/07/2019",1372,7,48258,74022,1888659
2387,"17/12/2018","18/12/2018",40,1,86877,32317,1118612
2388,"","",1809,1,35219,50791,1204911
2389,"09/11/2019","10/11/2019",1600,7,78647,31355,1834160
2390,"29/07/2022","29/07/2022",1271,5,94617,62393,1080192
2391,"04/11/2016","04/11/2016",914,4,80193,69831,1791739
2392,"23/12/2017","23/12/2017",1528,7,48758,61056,1919892
2393,"09/11/2016","09/11/2016",983,6,78483,68114,1747163
2394,"05/07/2022","05/07/2022",723,6,96157,93870,1845689
2396,"21/04/2021","21/04/2021",830,1,41757,32179,1378607
2397,"06/01/2016","07/01/2016",289,7,51233,63945,1852152
2398,"02/12/2017","02/12/2017",1455,2,72179,54324,1111335
2399,"29/06/2018","29/06/2018",1579,4,99533,43270,1558689
2401,"01/01/2016","02/01/2016",973,6,93340,42830,1752469
2403,"18/02/2020","18/02/2020",580,4,75318,87636,1856051
2404,"02/08/2021","03/08/2021",1152,5,64219,74365,1444470
2405,"13/11/2019","13/11/2019",1890,5,35377,73514,1393660
2406,"19/10/2021","20/10/2021",1182,6,42112,68565,1144373
2407,"","",1408,4,42184,85950,1361076
2409,"21/07/2022","22/07/2022",1054,3,83062,34791,1269962
2410,"","",551,2,68812,35725,1782326
2413,"","",1318,1,54967,37484,1353656
2414,"29/12/2017","29/12/2017",342,2,97672,72023,1980850
2415,"25/10/2022","25/10/2022",494,5,65671,76385,1524793
2416,"09/08/2020","09/08/2020",1598,6,50448,57250,1948133
2418,"22/02/2017","23/02/2017",638,4,47750,44077,1464950
2419,"03/02/2019","03/02/2019",1565,2,61968,83786,1088952
2420,"01/10/2017","01/10/2017",2051,3,60809,87531,1661737
2421,"15/01/2017","15/01/2017",1167,7,88891,46981,1811864
2422,"28/07/2015","29/07/2015",1321,1,90842,65924,1590186
2423,"09/10/2017","09/10/2017",1292,7,45523,62184,1451683
2424,"23/07/2019","24/07/2019",46,2,91208,33109,1449025
2425,"09/04/2019","09/04/2019",997,6,74579,48760,1841917
2426,"16/02/2015","16/02/2015",524,4,86196,72520,1268580
2427,"19/02/2017","20/02/2017",2026,7,77416,64712,1513357
2429,"13/08/2015","14/08/2015",816,3,56047,38933,1964184
2430,"","",674,5,84759,56595,1056866
2432,"","",1758,5,46788,54594,1537565
2436,"","",1766,5,99366,99172,1063399
2437,"11/06/2022","12/06/2022",1771,4,76924,91119,1677540
2438,"","",168,7,58241,45930,1212092
2439,"20/05/2018","21/05/2018",1013,2,61945,59812,1844450
2440,"24/07/2021","25/07/2021",460,6,44121,70963,1007847
2441,"13/01/2018","13/01/2018",976,1,84406,48407,1140056
2442,"04/10/2017","04/10/2017",1476,4,34882,43748,1084939
2443,"","",2042,3,74579,60132,1339513
2445,"23/01/2020","24/01/2020",542,3,50813,40531,1944510
2446,"30/10/2020","31/10/2020",940,4,53476,42422,1569679
2447,"01/12/2022","02/12/2022",236,4,30126,78584,1126248
2448,"06/07/2022","06/07/2022",216,3,75580,43963,1503827
2449,"16/04/2017","17/04/2017",228,6,84639,80040,1903185
2450,"","",1548,1,46099,94796,1976416
2451,"","",1879,1,98062,84771,1907400
2452,"24/08/2021","25/08/2021",1685,3,64080,82988,1961697
2453,"","",1796,4,42647,77890,1434890
2454,"17/03/2015","18/03/2015",1515,1,56317,38661,1481798
2455,"09/04/2017","10/04/2017",156,3,43447,54437,1914897
2456,"","",452,1,76719,64652,1937845
2457,"28/04/2019","29/04/2019",1203,5,87484,52740,1660875
2458,"13/07/2015","14/07/2015",373,1,66260,67486,1241328
2459,"11/01/2015","12/01/2015",667,2,91719,70669,1477900
2460,"26/05/2016","27/05/2016",1921,6,40056,92253,1925936
2463,"30/12/2018","31/12/2018",1501,2,77072,60143,1774677
2465,"","",1749,1,86822,42682,1001153
2466,"07/02/2022","08/02/2022",107,4,34301,61322,1533661
2467,"13/03/2021","13/03/2021",1342,3,30046,49658,1460288
2468,"","",1305,2,83014,80970,1243617
2470,"31/01/2019","31/01/2019",357,6,38567,94428,1544805
2471,"14/10/2019","15/10/2019",1934,2,94672,52833,1290278
2472,"05/06/2016","06/06/2016",374,4,52245,85969,1165917
2473,"11/06/2020","11/06/2020",2092,2,64377,78989,1737257
2475,"12/10/2018","13/10/2018",818,4,92304,30773,1778636
2476,"11/01/2017","11/01/2017",1926,1,65192,71643,1356565
2477,"22/04/2017","23/04/2017",1812,4,89177,71929,1933095
2478,"28/05/2019","29/05/2019",817,2,33086,97429,1238802
2479,"","",1352,5,34980,62274,1931834
2481,"12/12/2016","13/12/2016",1540,5,90597,81357,1937378
2483,"29/12/2018","29/12/2018",1954,1,74414,83899,1342402
2484,"06/03/2015","07/03/2015",1606,7,69967,89428,1138700
2486,"12/02/2022","13/02/2022",2053,7,44459,33561,1859803
2487,"28/08/2015","28/08/2015",1107,5,46016,85623,1797311
2488,"08/07/2020","08/07/2020",792,1,86869,53353,1480561
2489,"28/11/2021","29/11/2021",1403,4,35859,67733,1612295
2490,"","",2081,1,39084,35681,1697139
2492,"","",1074,3,32087,93770,1001322
2493,"","",564,7,95906,55623,1140724
2494,"","",905,3,57185,82191,1537981
2495,"24/09/2019","25/09/2019",382,1,67032,42693,1001458
2497,"12/01/2020","13/01/2020",291,6,54004,83116,1774289
2498,"16/10/2020","16/10/2020",2077,2,95871,32022,1345579
2500,"22/10/2021","22/10/2021",268,3,40861,88810,1524701
2501,"04/10/2021","05/10/2021",1598,1,45918,88453,1352306
2502,"02/08/2022","03/08/2022",928,1,99564,61067,1853582
2503,"02/07/2018","03/07/2018",1232,4,97837,32379,1757202
2504,"","",562,5,86847,53614,1840305
2507,"26/06/2016","26/06/2016",1548,6,77103,65457,1242195
2508,"07/02/2015","08/02/2015",2027,3,41617,99092,1605907
2509,"29/06/2017","30/06/2017",1367,4,85659,32791,1245003
2510,"16/06/2018","16/06/2018",766,3,65031,97077,1898464
2511,"03/11/2016","03/11/2016",1047,5,98812,69520,1463501
2512,"","",684,4,42125,96483,1528379
2513,"21/11/2019","21/11/2019",974,1,98819,31222,1238075
2514,"15/01/2017","15/01/2017",1317,1,60886,84902,1135373
2515,"02/09/2015","03/09/2015",1505,1,90602,92315,1020604
2516,"21/03/2016","22/03/2016",315,1,62425,46647,1674317
2517,"","",494,6,38244,60244,1557082
2518,"11/09/2021","12/09/2021",1322,3,74196,76107,1211994
2520,"","",1901,3,85119,40254,1483239
2521,"04/01/2021","04/01/2021",254,2,94517,31808,1851670
2522,"10/09/2022","11/09/2022",576,3,99062,72251,1243141
2523,"15/03/2018","16/03/2018",225,2,85127,62294,1203411
2524,"10/11/2021","10/11/2021",886,2,83336,61295,1515646
2528,"06/04/2018","07/04/2018",152,4,44793,89313,1053479
2530,"06/05/2017","07/05/2017",2062,7,39690,74713,1926151
2531,"20/09/2020","21/09/2020",263,7,52151,60344,1861748
2532,"24/02/2018","25/02/2018",82,6,58518,53670,1859037
2533,"25/04/2021","26/04/2021",1462,2,47809,63699,1695490
2534,"30/12/2020","30/12/2020",264,5,87274,82083,1111553
2536,"25/06/2015","26/06/2015",1701,2,78309,89096,1989889
2539,"13/11/2015","13/11/2015",621,1,81683,84544,1485761
2540,"","",1079,4,48752,78456,1871252
2541,"","",820,3,44255,32815,1190605
2543,"","",1997,1,84561,74687,1085566
2544,"28/05/2015","29/05/2015",569,5,46251,99422,1185372
2545,"20/06/2021","21/06/2021",34,7,79684,49251,1969400
2546,"28/10/2016","28/10/2016",1926,4,80128,65691,1773365
2547,"","",860,2,30361,65850,1146542
2549,"11/07/2020","11/07/2020",59,5,62299,86721,1878354
2551,"12/11/2017","12/11/2017",311,3,50826,80052,1133537
2553,"11/10/2018","11/10/2018",630,2,84170,43284,1122655
2555,"03/06/2015","03/06/2015",1265,1,43847,80558,1337664
2558,"24/03/2020","24/03/2020",542,5,87550,55686,1007341
2559,"09/04/2017","10/04/2017",556,5,73783,83185,1559362
2563,"13/06/2017","13/06/2017",1767,1,65772,86871,1626284
2565,"14/05/2022","15/05/2022",612,7,89510,63752,1929495
2566,"31/01/2016","01/02/2016",1235,1,32521,43280,1569574
2567,"10/11/2020","10/11/2020",1702,1,79973,92868,1733351
2569,"","",1762,3,37481,59630,1003232
2571,"29/07/2018","29/07/2018",1096,1,74868,43362,1787421
2572,"30/08/2018","31/08/2018",51,7,30119,48128,1829645
2573,"","",1114,4,67507,55656,1925421
2576,"01/11/2020","01/11/2020",805,2,53633,76594,1126476
2577,"","",420,1,39862,49617,1160284
2578,"10/06/2018","10/06/2018",1317,5,91512,90176,1546038
2580,"08/07/2021","08/07/2021",1584,6,97045,56147,1408098
2581,"","",1168,1,39947,34677,1330330
2582,"04/11/2017","04/11/2017",634,1,53206,58108,1154736
2583,"15/04/2016","16/04/2016",1428,2,33009,49816,1026854
2584,"28/06/2021","29/06/2021",654,5,97525,54161,1851364
2585,"25/10/2022","26/10/2022",318,6,88813,39662,1495557
2586,"22/08/2017","22/08/2017",97,6,54771,32941,1029650
2587,"24/10/2020","25/10/2020",492,3,50782,35113,1245585
2588,"","",178,1,36597,68020,1429939
2589,"","",45,6,49130,66895,1413257
2590,"30/01/2017","31/01/2017",531,4,50915,69927,1959068
2592,"","",1370,1,37505,50308,1846032
2595,"12/04/2017","12/04/2017",1035,1,63183,71450,1397243
2596,"","",356,4,58469,76729,1889268
2597,"22/07/2021","23/07/2021",1314,6,99093,44400,1704935
2599,"16/04/2019","17/04/2019",1093,4,74402,78204,1535204
2600,"29/01/2019","29/01/2019",1012,2,33486,56937,1490986
2601,"","",185,5,93583,86749,1281620
2602,"","",1611,2,67926,34347,1648480
2603,"30/07/2022","30/07/2022",1605,5,39001,37667,1334120
2604,"","",1051,7,76232,70286,1357900
2605,"05/08/2015","05/08/2015",338,5,84751,99516,1300826
2606,"26/11/2021","27/11/2021",38,3,63546,75678,1427941
2607,"11/11/2015","11/11/2015",1901,2,60898,34199,1447810
2610,"23/11/2019","24/11/2019",637,1,63754,75573,1855252
2612,"","",569,2,78455,79205,1919804
2613,"","",1894,3,84249,74971,1862115
2614,"12/08/2022","13/08/2022",200,4,73726,69566,1603556
2615,"17/05/2020","17/05/2020",1562,6,68196,69524,1594388
2616,"24/06/2019","25/06/2019",274,2,80429,69809,1370297
2617,"","",1016,7,87212,82019,1591973
2618,"27/03/2018","27/03/2018",2091,6,89811,96690,1232300
2620,"","",1883,5,35204,48953,1375064
2621,"29/01/2020","29/01/2020",1859,5,59479,85684,1514250
2623,"","",2033,2,59012,38871,1635566
2626,"13/11/2021","14/11/2021",2043,7,89994,57664,1566010
2628,"24/03/2020","25/03/2020",558,7,55405,53847,1251041
2629,"14/11/2019","14/11/2019",110,2,74045,80110,1863552
2630,"02/11/2021","03/11/2021",1656,5,85641,35518,1724514
2631,"06/11/2019","06/11/2019",1963,5,35103,90496,1664939
2633,"","",1093,2,84068,37330,1466472
2634,"21/06/2022","21/06/2022",730,1,65263,70543,1659534
2635,"10/09/2020","11/09/2020",1856,2,45573,56313,1729236
2637,"28/01/2022","29/01/2022",1477,2,37564,80998,1445002
2638,"22/11/2019","23/11/2019",735,4,41203,87785,1893637
2639,"14/04/2016","15/04/2016",1090,1,88259,91178,1540355
2640,"03/06/2022","03/06/2022",517,5,67138,69157,1670584
2641,"","",1116,2,76706,80970,1951133
2642,"","",142,4,58501,55415,1967958
2643,"","",1444,6,96147,40773,1653344
2644,"16/06/2015","17/06/2015",1555,4,76668,49995,1600448
2645,"09/06/2015","10/06/2015",2092,2,46297,70104,1741457
2647,"","",1383,7,66257,99910,1631214
2648,"19/07/2021","20/07/2021",729,5,66345,30378,1157608
2649,"","",816,7,69702,47934,1773488
2651,"","",1129,7,55461,41180,1027100
2652,"","",1225,2,40735,81676,1980967
2653,"","",968,6,80011,52019,1681851
2654,"29/08/2020","30/08/2020",676,7,64458,33536,1036200
2657,"20/07/2020","21/07/2020",1195,4,65733,32949,1484689
2658,"25/08/2022","26/08/2022",1935,3,40268,63412,1766514
2659,"","",898,6,89381,79674,1124465
2661,"12/03/2015","12/03/2015",655,4,77410,68772,1272867
2662,"25/04/2017","26/04/2017",1534,7,51960,67433,1786720
2663,"","",795,1,47905,93339,1384447
2664,"17/01/2016","18/01/2016",1943,1,67211,56676,1511384
2665,"26/06/2022","27/06/2022",595,7,74788,57837,1365159
2666,"20/03/2018","21/03/2018",1720,3,55805,46072,1935862
2667,"04/07/2021","04/07/2021",1387,3,31933,68220,1364282
2668,"02/08/2022","03/08/2022",506,7,89554,92003,1635844
2670,"11/04/2020","12/04/2020",1899,4,54082,51499,1059950
2671,"10/01/2019","11/01/2019",1023,6,83859,49347,1792034
2672,"13/08/2022","13/08/2022",474,7,53708,49107,1274438
2673,"15/07/2016","15/07/2016",501,2,39210,49686,1918776
2674,"22/06/2016","22/06/2016",1219,3,57222,57732,1005061
2675,"22/10/2015","23/10/2015",889,4,50693,87319,1803554
2677,"24/10/2022","24/10/2022",1794,4,56496,54352,1909555
2678,"","",1817,2,40628,78358,1784524
2679,"22/11/2020","22/11/2020",2043,7,46778,85224,1375129
2680,"26/05/2019","27/05/2019",1108,3,31555,30071,1335535
2681,"","",1343,3,49081,65861,1667779
2682,"17/02/2020","17/02/2020",1633,4,98185,77947,1723713
2683,"","",149,1,99250,90117,1837580
2684,"05/06/2016","05/06/2016",1038,5,35808,91633,1563424
2685,"","",1390,7,54696,66799,1800775
2687,"","",1305,3,60102,73099,1431569
2688,"09/11/2015","10/11/2015",1444,3,39879,52673,1487552
2690,"13/07/2018","13/07/2018",1653,6,96595,45734,1260320
2691,"","",2011,4,83306,74526,1021198
2692,"13/11/2020","13/11/2020",235,3,58566,93852,1139009
2694,"10/06/2016","11/06/2016",1082,1,57437,81353,1755018
2695,"17/07/2016","17/07/2016",2092,1,75208,30149,1725996
2696,"21/03/2017","21/03/2017",1264,6,54858,74648,1725955
2697,"27/07/2015","28/07/2015",996,1,59278,54581,1055547
2698,"02/08/2016","03/08/2016",413,4,42339,76395,1365084
2700,"18/10/2015","19/10/2015",600,6,33021,31135,1443583
2701,"22/09/2022","22/09/2022",123,7,46807,85562,1003068
2702,"09/05/2016","09/05/2016",658,1,98293,97302,1004223
2703,"07/10/2022","08/10/2022",1143,5,43439,32152,1666316
2704,"17/12/2018","18/12/2018",1359,7,67986,42337,1039021
2705,"","",1811,3,72399,92272,1428348
2706,"03/11/2015","03/11/2015",1932,5,53862,50866,1762804
2707,"","",1984,6,95482,70600,1270424
2709,"06/12/2017","07/12/2017",1091,1,74260,37121,1832192
2710,"","",455,1,73745,36497,1663736
2711,"07/12/2022","07/12/2022",1697,2,59434,90043,1709464
2712,"29/10/2015","30/10/2015",1369,4,96289,35544,1751541
2715,"15/04/2017","15/04/2017",499,5,65590,33135,1710386
2716,"05/12/2016","06/12/2016",342,6,63599,63081,1102143
2717,"06/05/2022","06/05/2022",1410,5,98346,47465,1521797
2718,"","",1174,2,54365,89520,1145182
2719,"07/11/2015","07/11/2015",238,6,48269,60388,1105990
2720,"","",1339,6,91959,84558,1928924
2723,"02/08/2015","02/08/2015",1830,3,99146,76354,1732020
2724,"28/04/2022","28/04/2022",335,2,58608,54902,1532440
2725,"17/03/2022","17/03/2022",1603,7,49243,42768,1825024
2726,"23/10/2022","23/10/2022",126,2,61337,77907,1567887
2727,"19/05/2018","19/05/2018",1464,2,92986,38298,1064107
2728,"08/01/2015","08/01/2015",1736,2,65591,81352,1944699
2729,"27/04/2015","27/04/2015",689,2,63478,94392,1978400
2730,"","",291,3,44309,37477,1544404
2731,"27/03/2018","27/03/2018",1937,4,62256,36708,1014816
2732,"26/08/2017","26/08/2017",2068,6,70874,65087,1032675
2733,"25/05/2019","25/05/2019",1853,6,34200,31382,1991382
2734,"03/06/2017","03/06/2017",1101,1,84449,54023,1343651
2736,"27/01/2017","28/01/2017",775,7,35060,89078,1593270
2737,"20/02/2015","20/02/2015",1365,2,65603,84369,1995239
2738,"","",2018,7,79367,64925,1586475
2739,"18/12/2019","19/12/2019",1131,3,82621,59058,1200828
2740,"","",1840,4,45161,33319,1821999
2741,"07/02/2017","08/02/2017",1479,5,78487,62985,1262242
2743,"","",1937,5,58797,58541,1270039
2745,"15/04/2019","15/04/2019",1471,4,44030,81611,1862619
2746,"25/10/2018","26/10/2018",1327,7,93385,60858,1003885
2747,"17/07/2022","18/07/2022",1524,7,90423,33889,1261034
2749,"25/07/2019","25/07/2019",739,7,33793,51608,1205836
2750,"","",1725,6,65553,94289,1447882
2752,"31/10/2017","01/11/2017",210,7,42229,75366,1185444
2754,"26/01/2019","26/01/2019",1559,6,72024,79279,1391147
2757,"","",1426,4,82192,53173,1270289
2758,"25/07/2015","25/07/2015",653,3,32874,88920,1082598
2760,"23/08/2015","24/08/2015",2086,5,89701,66375,1957040
2761,"","",1457,6,98044,74633,1954275
2762,"30/04/2015","30/04/2015",326,2,32965,38341,1365797
2763,"30/10/2021","30/10/2021",1964,4,56947,38897,1462895
2764,"10/12/2016","11/12/2016",764,3,89788,47026,1978532
2765,"04/01/2022","04/01/2022",1621,1,42852,75717,1962603
2767,"07/08/2022","07/08/2022",268,5,57996,47148,1443722
2769,"08/03/2016","09/03/2016",702,2,33345,87683,1235359
2770,"","",825,4,41711,69857,1091796
2771,"27/10/2020","28/10/2020",661,4,54147,55691,1233668
2772,"28/09/2022","29/09/2022",1209,5,59550,63563,1923778
2773,"03/12/2020","03/12/2020",248,4,65864,81167,1277760
2774,"18/09/2015","18/09/2015",899,6,47722,55584,1190977
2776,"04/11/2017","04/11/2017",146,5,48166,93247,1694983
2777,"07/01/2021","08/01/2021",1971,2,36941,61039,1606941
2778,"07/02/2019","08/02/2019",1182,2,57196,94553,1069380
2779,"31/10/2017","31/10/2017",997,1,57783,91911,1637102
2780,"23/12/2021","23/12/2021",1974,7,51653,98446,1103400
2781,"24/02/2022","25/02/2022",1527,3,54358,37482,1050210
2782,"03/03/2018","04/03/2018",286,3,73780,39405,1211571
2783,"10/06/2016","11/06/2016",1268,1,67002,46509,1705801
2784,"04/07/2019","05/07/2019",1257,2,43004,34255,1631380
2785,"31/12/2015","31/12/2015",1832,4,74589,88958,1417808
2786,"20/06/2017","20/06/2017",2032,1,90640,75627,1638649
2788,"","",866,7,53195,65739,1239548
2789,"02/04/2018","03/04/2018",616,3,42278,86170,1856799
2790,"05/11/2016","06/11/2016",182,3,67091,52230,1444276
2791,"","",1703,7,54861,67753,1944864
2792,"22/12/2021","22/12/2021",463,6,43278,87443,1005085
2793,"29/01/2018","29/01/2018",1110,6,50791,73938,1422481
2794,"15/07/2022","16/07/2022",1281,6,70531,86702,1280157
2795,"24/10/2019","24/10/2019",184,5,94335,58954,1182194
2796,"03/02/2020","04/02/2020",864,7,55773,51771,1018421
2797,"","",1407,7,43928,64263,1725938
2799,"05/06/2016","06/06/2016",372,1,41220,97858,1840708
2800,"07/09/2022","08/09/2022",218,7,97191,94005,1103661
2802,"07/09/2018","07/09/2018",1699,4,71543,80067,1939914
2803,"08/09/2020","09/09/2020",2003,6,44036,69460,1229119
2805,"","",441,7,42882,51228,1803227
2806,"24/10/2017","24/10/2017",1448,6,61315,58279,1187710
2808,"04/02/2020","04/02/2020",1740,5,86840,30923,1181987
2809,"05/10/2016","06/10/2016",739,6,32657,87802,1530844
2810,"18/10/2021","18/10/2021",1987,6,65369,68696,1026090
2812,"","",1359,4,78638,54723,1424454
2813,"26/04/2016","26/04/2016",1792,2,45893,43877,1589178
2814,"17/06/2018","17/06/2018",951,3,47540,70147,1941979
2818,"","",144,1,59863,63150,1693124
2819,"14/12/2018","14/12/2018",878,5,44429,30551,1476593
2820,"07/10/2020","08/10/2020",7,6,34430,43785,1049918
2821,"13/01/2018","14/01/2018",925,2,46175,44232,1222429
2824,"06/10/2018","06/10/2018",1694,2,40176,72693,1032569
2825,"06/08/2016","07/08/2016",286,6,57853,56298,1547138
2828,"31/08/2020","31/08/2020",1226,5,74423,88492,1312302
2829,"26/09/2020","27/09/2020",665,1,65664,96417,1171576
2830,"15/01/2020","16/01/2020",809,1,97973,75402,1904563
2831,"22/05/2019","23/05/2019",1683,4,32552,42053,1666030
2832,"18/04/2022","18/04/2022",1838,7,78754,73832,1942042
2834,"16/10/2019","16/10/2019",1819,7,58755,37837,1029246
2835,"28/02/2016","29/02/2016",182,6,70612,56364,1659740
2837,"11/11/2016","11/11/2016",1969,3,72993,74700,1595132
2838,"","",1163,5,63385,97237,1230418
2839,"","",1144,1,49198,68214,1648686
2840,"18/08/2021","19/08/2021",1934,4,50833,39910,1745328
2841,"10/09/2015","11/09/2015",1362,1,51215,79779,1934877
2842,"01/07/2020","02/07/2020",911,3,52100,80396,1294322
2843,"10/06/2019","10/06/2019",961,3,90634,81578,1857989
2844,"","",2036,4,59573,43963,1614896
2846,"26/03/2022","26/03/2022",796,4,68110,31282,1805717
2848,"20/11/2017","20/11/2017",1360,6,98012,42604,1600502
2849,"18/07/2015","18/07/2015",174,3,31457,86615,1960790
2851,"","",1290,4,84162,31047,1555983
2852,"22/04/2019","22/04/2019",1321,4,84349,56216,1596078
2853,"28/06/2021","28/06/2021",1026,5,75358,33444,1316178
2854,"25/04/2019","25/04/2019",1770,4,44810,94250,1705501
2855,"02/03/2020","02/03/2020",500,2,33447,30754,1009599
2856,"24/01/2015","24/01/2015",740,7,73694,48217,1232988
2857,"03/08/2017","03/08/2017",736,2,64264,65399,1744410
2860,"10/11/2019","11/11/2019",629,6,44944,95421,1956679
2861,"08/11/2018","09/11/2018",2101,7,80419,78488,1862367
2862,"18/01/2021","18/01/2021",1061,1,49299,77321,1694966
2863,"12/04/2015","12/04/2015",1943,1,32924,44526,1853602
2864,"02/02/2019","02/02/2019",127,2,47254,31863,1562928
2865,"17/07/2015","18/07/2015",1284,4,79049,42482,1676687
2867,"04/12/2022","04/12/2022",1375,7,48539,89970,1340955
2868,"07/04/2015","08/04/2015",541,6,59243,82325,1105374
2869,"","",1258,7,95867,70085,1076383
2871,"14/07/2017","14/07/2017",99,5,40148,64226,1832217
2873,"15/04/2021","16/04/2021",1698,7,32582,61295,1086428
2875,"12/12/2016","13/12/2016",1810,7,69754,74688,1242669
2877,"","",1811,7,95169,88692,1538261
2878,"","",383,6,96612,75797,1953715
2879,"11/10/2021","12/10/2021",40,7,86635,44049,1282626
2880,"22/04/2022","23/04/2022",2038,5,72753,47139,1200332
2882,"06/11/2018","07/11/2018",5,7,94329,32679,1501771
2883,"","",1295,7,72081,72138,1653936
2884,"06/12/2015","06/12/2015",1987,1,34477,34396,1972460
2885,"","",475,7,78277,64705,1990237
2886,"15/07/2022","16/07/2022",1505,5,57616,35541,1429485
2887,"04/12/2017","04/12/2017",1598,6,67690,35449,1498399
2889,"28/06/2017","28/06/2017",1471,4,75807,62625,1355149
2890,"27/07/2020","27/07/2020",821,1,97709,38889,1131578
2891,"09/08/2020","10/08/2020",2019,1,33555,84549,1802232
2893,"22/10/2018","23/10/2018",158,3,80412,70522,1346385
2894,"11/11/2017","11/11/2017",309,7,84283,86659,1963167
2896,"19/05/2015","19/05/2015",775,2,41639,45437,1433911
2897,"11/11/2015","12/11/2015",2108,3,76803,41506,1540614
2898,"","",1697,1,46854,74268,1128494
2899,"06/05/2019","07/05/2019",1784,4,67277,41367,1531128
2900,"","",969,4,54181,85708,1462719
2901,"","",1169,4,76840,78320,1938363
2902,"07/02/2016","08/02/2016",1111,3,92032,61047,1712252
2904,"02/09/2017","02/09/2017",1137,3,84881,72211,1800204
2905,"23/04/2016","24/04/2016",412,6,96546,57923,1429980
2906,"26/03/2020","27/03/2020",1789,6,45598,47862,1683459
2907,"09/10/2019","10/10/2019",498,7,84320,45435,1068657
2908,"18/04/2021","19/04/2021",425,1,60667,84435,1468073
2909,"23/11/2021","23/11/2021",1862,4,40493,42390,1013485
2910,"01/06/2017","02/06/2017",1590,3,85874,35831,1183136
2911,"14/07/2021","15/07/2021",1854,7,48657,43906,1742623
2913,"","",1928,3,70648,46880,1263585
2915,"","",225,2,97241,56668,1360311
2916,"31/01/2020","31/01/2020",1469,1,35165,84560,1214625
2917,"16/12/2015","17/12/2015",1260,7,72782,51029,1351570
2918,"16/02/2022","17/02/2022",1140,4,78273,52502,1635436
2919,"12/08/2016","13/08/2016",1190,7,56813,90651,1391911
2920,"03/07/2016","03/07/2016",824,2,43595,54232,1754581
2921,"02/07/2019","03/07/2019",333,6,41260,40516,1201577
2922,"17/07/2022","17/07/2022",480,4,91877,76658,1544529
2924,"25/06/2017","26/06/2017",1555,4,86856,67791,1452175
2927,"","",1546,6,64453,73925,1212068
2928,"21/07/2020","21/07/2020",269,2,51424,72144,1940051
2929,"10/06/2017","10/06/2017",1499,1,88874,65044,1809880
2930,"16/05/2022","16/05/2022",2046,1,34071,39739,1507950
2931,"","",2063,3,87208,44504,1939422
2932,"17/06/2022","18/06/2022",565,6,83625,45406,1608103
2933,"08/09/2021","08/09/2021",1685,3,83100,79572,1358616
2934,"15/03/2021","15/03/2021",76,4,41880,91535,1100852
2936,"12/02/2016","12/02/2016",1107,1,46423,49432,1852539
2937,"25/05/2022","25/05/2022",638,2,30008,83360,1042286
2938,"17/09/2017","18/09/2017",247,1,45072,58640,1746461
2939,"","",1342,5,48894,81114,1913270
2940,"","",37,2,55237,34818,1652439
2941,"29/05/2019","30/05/2019",2057,7,90714,36159,1886913
2942,"05/11/2018","05/11/2018",1656,5,57928,48566,1962866
2943,"","",1189,1,93127,80732,1943316
2946,"02/04/2022","03/04/2022",1148,6,47909,62674,1096596
2948,"12/05/2017","13/05/2017",709,3,40894,65321,1847918
2949,"29/03/2020","29/03/2020",923,4,74004,59335,1236248
2950,"09/04/2017","09/04/2017",309,5,47732,56444,1597532
2952,"16/03/2022","17/03/2022",1873,2,68053,61501,1960380
2953,"23/02/2017","23/02/2017",159,2,30154,36739,1140888
2954,"02/02/2020","03/02/2020",1441,2,57198,83938,1808639
2956,"07/11/2019","08/11/2019",1696,6,72692,77359,1043715
2957,"","",737,4,72061,47958,1069970
2958,"09/04/2016","09/04/2016",887,5,95336,43180,1431806
2959,"","",157,3,84753,39492,1892304
2960,"27/11/2016","27/11/2016",1239,1,59974,47561,1397635
2961,"","",1968,4,60990,33261,1441152
2962,"26/09/2015","26/09/2015",1240,4,83667,85719,1351372
2963,"24/08/2017","25/08/2017",670,5,48142,83525,1223670
2964,"05/12/2015","06/12/2015",2053,5,52319,92221,1814477
2966,"27/04/2021","28/04/2021",1846,5,39047,39810,1452000
2967,"12/03/2022","12/03/2022",591,1,65512,79129,1772420
2969,"13/09/2016","13/09/2016",966,5,90826,84894,1911658
2970,"","",145,6,95544,54866,1988707
2971,"12/09/2018","13/09/2018",1329,7,69180,44401,1072691
2972,"13/01/2019","14/01/2019",1254,3,86852,66948,1057885
2973,"17/02/2016","18/02/2016",273,1,33632,81932,1375098
2974,"","",1846,6,92746,65973,1706232
