ID,STATUS,ARRIVAL_COST,DEPARTURE_COST,ARRIVAL_DATE,DEPARTURE_DATE,AIRCRAFT_ID,ROUTE_ID,TOTAL_FUEL_COST
1604,TAKEOFF,85810,41731,29/10/2022,29/10/2022,86,1809,1220202
1605,WAITING FOR DEPARTURE,32269,30903,,,35,1450,1724673
1606,TAKEOFF,74559,95071,19/01/2018,19/01/2018,138,1430,1013638
1607,CANCELLED,86382,39698,,,35,1262,1319660
1608,DELAYED,52114,85808,16/09/2016,16/09/2016,162,1207,1526427
1609,WAITING FOR DEPARTURE,65816,80469,,,78,1990,1229162
1610,DELAYED,90415,87024,10/11/2021,10/11/2021,165,122,1815385
1611,WAITING FOR DEPARTURE,78187,93541,,,177,642,1126177
1612,CANCELLED,82879,34855,,,118,169,1098456
1613,WAITING FOR DEPARTURE,62155,58301,,,186,594,1089300
1614,CANCELLED,46867,74186,,,16,1715,1420201
1615,DELAYED,38251,51324,18/09/2018,17/09/2018,21,204,1441860
1616,WAITING FOR DEPARTURE,40148,81565,,,100,2106,1237369
1617,TAKEOFF,63123,93941,13/11/2020,12/11/2020,46,1231,1003450
1618,CANCELLED,81196,31867,,,118,1505,1046321
1619,CANCELLED,68382,82581,,,20,2024,1586328
1620,WAITING FOR DEPARTURE,94141,69627,,,85,1715,1525813
1621,WAITING FOR DEPARTURE,38053,76036,,,157,164,1634030
1622,ARRIVED,34867,36111,10/05/2017,10/05/2017,131,762,1714922
1623,TAKEOFF,40263,38738,08/04/2018,07/04/2018,37,1450,1561894
1624,TAKEOFF,93659,47973,17/10/2021,16/10/2021,69,2101,1558719
1625,CANCELLED,36435,68574,,,78,419,1048548
1626,TAKEOFF,30671,46008,30/05/2019,29/05/2019,186,962,1692920
1627,CANCELLED,45907,92595,,,112,1029,1197174
1628,ARRIVED,35012,64597,08/11/2022,08/11/2022,122,227,1528743
1629,TAKEOFF,91445,78507,01/12/2018,30/11/2018,158,1184,1930902
1630,DELAYED,61739,35053,16/11/2016,15/11/2016,26,1895,1438820
1631,DELAYED,94132,66152,25/05/2022,24/05/2022,84,2029,1850608
1632,TAKEOFF,49157,37026,12/06/2016,12/06/2016,113,611,1780541
1633,WAITING FOR DEPARTURE,72532,88353,,,144,1681,1600790
1634,CANCELLED,60215,64563,,,42,1837,1652552
1635,CANCELLED,51655,89579,,,154,985,1773232
1636,ARRIVED,92162,37481,06/10/2021,05/10/2021,66,1741,1591754
1637,TAKEOFF,86421,84935,24/09/2018,23/09/2018,101,898,1476657
1638,TAKEOFF,86928,69275,20/05/2015,19/05/2015,161,1648,1891834
1639,TAKEOFF,74429,98972,05/07/2015,04/07/2015,127,591,1711903
1640,CANCELLED,80585,45094,,,95,1123,1906597
1641,ARRIVED,70051,62638,12/11/2016,12/11/2016,79,442,1003929
1642,WAITING FOR DEPARTURE,53352,68761,,,66,485,1236880
1643,DELAYED,98297,86068,29/08/2022,29/08/2022,20,782,1076656
1644,WAITING FOR DEPARTURE,54030,31063,,,4,1932,1845390
1645,CANCELLED,75951,54760,,,110,365,1763644
1646,ARRIVED,85580,94091,03/09/2018,02/09/2018,103,485,1085639
1647,WAITING FOR DEPARTURE,93318,97529,,,143,1576,1497500
1648,WAITING FOR DEPARTURE,52977,31969,,,70,506,1966884
1649,ARRIVED,52566,87494,27/06/2017,27/06/2017,182,1413,1505226
1650,ARRIVED,34445,33375,06/02/2019,06/02/2019,43,1422,1714483
1651,DELAYED,65096,51680,11/05/2020,10/05/2020,29,891,1105512
1652,TAKEOFF,93931,98718,22/05/2021,21/05/2021,132,1130,1864445
1653,CANCELLED,90936,36694,,,10,1843,1778039
1654,CANCELLED,89916,35695,,,71,390,1354534
1655,DELAYED,87867,38725,22/06/2020,21/06/2020,108,1034,1172512
1656,DELAYED,44289,73253,28/03/2017,27/03/2017,121,1835,1742947
1657,CANCELLED,35680,73018,,,32,157,1305650
1658,CANCELLED,69405,66254,,,176,575,1673163
1659,ARRIVED,42207,49222,02/11/2017,01/11/2017,20,231,1095615
1660,WAITING FOR DEPARTURE,81264,34873,,,106,997,1276760
1661,ARRIVED,64803,53954,05/04/2022,04/04/2022,73,1514,1214395
1662,CANCELLED,76625,59938,,,35,182,1368450
1663,ARRIVED,62315,77895,22/11/2020,21/11/2020,17,1049,1282560
1664,DELAYED,94107,40829,29/09/2017,29/09/2017,36,1587,1347020
1665,CANCELLED,58356,73544,,,157,2050,1476462
1666,WAITING FOR DEPARTURE,70259,94299,,,181,1804,1728557
1667,TAKEOFF,97701,61747,27/07/2015,27/07/2015,162,1702,1574263
1668,TAKEOFF,57079,75009,21/12/2020,20/12/2020,108,520,1953058
1669,DELAYED,89136,66436,31/08/2016,31/08/2016,154,642,1113791
1670,ARRIVED,87420,34368,27/12/2021,27/12/2021,47,1397,1567155
1671,DELAYED,41901,77401,08/11/2020,08/11/2020,16,452,1328613
1672,WAITING FOR DEPARTURE,81151,59151,,,104,289,1293734
1673,TAKEOFF,67645,52467,02/01/2019,01/01/2019,28,1443,1604802
1674,CANCELLED,70338,72700,,,47,1537,1418610
1675,WAITING FOR DEPARTURE,47061,96891,,,154,1215,1758028
1676,WAITING FOR DEPARTURE,86460,57881,,,97,1112,1960749
1677,CANCELLED,54778,47416,,,125,820,1415457
1678,TAKEOFF,94014,99289,05/04/2022,05/04/2022,53,1908,1958348
1679,ARRIVED,82476,42450,24/09/2018,23/09/2018,87,2064,1488767
1680,ARRIVED,70988,63295,31/07/2022,31/07/2022,17,1166,1363403
1681,TAKEOFF,34779,58585,13/05/2022,12/05/2022,49,1998,1979020
1682,DELAYED,39435,37726,31/08/2021,31/08/2021,29,1090,1101964
1683,ARRIVED,52318,44087,20/02/2022,19/02/2022,156,1948,1904884
1684,TAKEOFF,39776,75977,04/11/2016,03/11/2016,29,522,1300144
1685,ARRIVED,44789,42069,01/01/2015,01/01/2015,158,1362,1701065
1686,ARRIVED,34869,55035,11/08/2016,11/08/2016,19,1670,1945203
1687,DELAYED,64541,99736,29/12/2019,28/12/2019,14,1279,1039998
1688,ARRIVED,90963,91382,07/10/2021,06/10/2021,87,1027,1456541
1689,CANCELLED,50371,97295,,,176,2010,1009503
1690,WAITING FOR DEPARTURE,47271,51922,,,9,2097,1967409
1691,WAITING FOR DEPARTURE,74863,78744,,,78,1700,1607747
1692,ARRIVED,91564,92979,12/04/2020,12/04/2020,171,725,1546499
1693,CANCELLED,98108,45817,,,62,1151,1169282
1694,CANCELLED,30438,82642,,,122,634,1182879
1695,DELAYED,59031,43112,19/03/2018,19/03/2018,114,2046,1872461
1696,CANCELLED,32441,46221,,,180,833,1997280
1697,CANCELLED,76998,55959,,,98,384,1626402
1698,DELAYED,97715,85620,20/05/2021,20/05/2021,119,2100,1690100
1699,WAITING FOR DEPARTURE,31171,83758,,,115,853,1805196
1700,CANCELLED,59367,51684,,,11,1217,1609356
1701,WAITING FOR DEPARTURE,30565,60698,,,131,1611,1260992
1702,TAKEOFF,54435,91522,06/10/2015,06/10/2015,145,1833,1091763
1703,WAITING FOR DEPARTURE,71803,36454,,,105,808,1525598
1704,WAITING FOR DEPARTURE,90013,89676,,,48,499,1852503
1705,DELAYED,59718,41230,06/11/2021,05/11/2021,66,336,1938744
1706,WAITING FOR DEPARTURE,44634,71565,,,162,1100,1340065
1707,CANCELLED,34829,63461,,,87,821,1229453
1708,TAKEOFF,42288,53106,22/11/2017,22/11/2017,35,1629,1220996
1709,DELAYED,86850,43055,16/12/2015,15/12/2015,23,1001,1561364
1710,TAKEOFF,40292,96669,10/01/2019,10/01/2019,146,2024,1212751
1711,CANCELLED,65948,99970,,,108,1130,1316110
1712,ARRIVED,38801,68245,21/02/2018,21/02/2018,17,738,1734040
1713,CANCELLED,57926,78392,,,151,1932,1677706
1714,WAITING FOR DEPARTURE,97688,41122,,,108,1448,1341254
1715,ARRIVED,75285,97899,31/12/2017,31/12/2017,94,678,1169749
1716,TAKEOFF,64531,72008,28/03/2017,27/03/2017,51,565,1368540
1717,WAITING FOR DEPARTURE,94148,84694,,,109,1105,1322529
1718,DELAYED,65802,85190,10/11/2016,09/11/2016,180,536,1815924
1719,TAKEOFF,69796,81774,11/12/2020,10/12/2020,113,1892,1066392
1720,DELAYED,84870,83657,10/03/2019,09/03/2019,145,1399,1731447
1721,DELAYED,69024,82796,03/09/2020,02/09/2020,51,152,1199858
1722,CANCELLED,34113,44945,,,163,1896,1684739
1723,CANCELLED,54341,55000,,,77,1936,1512260
1724,CANCELLED,30562,42295,,,22,313,1868744
1725,ARRIVED,34877,96678,11/04/2021,10/04/2021,164,790,1343414
1726,ARRIVED,78580,90775,11/12/2016,10/12/2016,68,1025,1438301
1727,CANCELLED,84869,89915,,,170,1643,1427817
1728,ARRIVED,45151,56914,12/04/2020,12/04/2020,153,142,1588336
1729,WAITING FOR DEPARTURE,77661,71554,,,104,506,1191589
1730,ARRIVED,47405,31879,28/11/2016,28/11/2016,49,1091,1497956
1731,TAKEOFF,77571,74419,23/06/2020,23/06/2020,118,982,1561921
1732,WAITING FOR DEPARTURE,99087,34003,,,92,796,1329470
1733,TAKEOFF,30197,39499,08/08/2021,08/08/2021,62,1387,1896844
1734,TAKEOFF,95257,91621,09/02/2020,08/02/2020,19,1838,1565337
1735,ARRIVED,64168,52946,04/02/2020,03/02/2020,100,661,1026939
1736,CANCELLED,55792,79240,,,133,1720,1219241
1737,CANCELLED,72889,61747,,,185,1239,1380187
1738,DELAYED,73813,91209,14/11/2021,13/11/2021,163,1205,1396229
1739,DELAYED,36268,47215,27/09/2022,27/09/2022,66,175,1101814
1740,TAKEOFF,74621,39229,28/06/2018,28/06/2018,39,298,1158027
1741,WAITING FOR DEPARTURE,31096,79173,,,54,549,1430644
1742,WAITING FOR DEPARTURE,89469,99348,,,139,428,1062855
1743,ARRIVED,44749,47560,27/12/2016,26/12/2016,78,1494,1757467
1744,ARRIVED,93571,42575,28/06/2021,27/06/2021,155,1238,1517220
1745,DELAYED,82461,33065,02/01/2022,01/01/2022,28,742,1869770
1746,ARRIVED,43374,68931,30/12/2017,30/12/2017,38,799,1881300
1747,DELAYED,88807,69269,01/05/2018,01/05/2018,178,345,1444087
1748,DELAYED,59714,95842,06/03/2020,05/03/2020,184,743,1763648
1749,WAITING FOR DEPARTURE,38206,93944,,,125,638,1220808
1750,TAKEOFF,88316,37061,22/07/2019,22/07/2019,157,970,1422350
1751,TAKEOFF,74853,94336,24/10/2018,23/10/2018,113,44,1122552
1752,TAKEOFF,99756,95166,26/01/2019,25/01/2019,64,1713,1788364
1753,TAKEOFF,77364,36699,27/09/2021,26/09/2021,74,1846,1635179
1754,WAITING FOR DEPARTURE,37945,35302,,,46,951,1644698
1755,WAITING FOR DEPARTURE,37680,95703,,,184,610,1972126
1756,ARRIVED,84390,30851,04/02/2017,03/02/2017,122,1870,1482297
1757,WAITING FOR DEPARTURE,70384,41907,,,29,798,1310444
1758,WAITING FOR DEPARTURE,66849,64234,,,138,50,1223715
1759,WAITING FOR DEPARTURE,47308,39256,,,53,834,1902235
1760,TAKEOFF,89132,49653,05/07/2019,04/07/2019,168,1169,1064488
1761,CANCELLED,74903,93040,,,28,1891,1283499
1762,WAITING FOR DEPARTURE,74255,53856,,,126,2063,1430044
1763,ARRIVED,44518,47910,08/09/2020,07/09/2020,76,1415,1909654
1764,ARRIVED,40561,98161,16/03/2015,16/03/2015,93,947,1747899
1765,CANCELLED,89260,91382,,,17,682,1292140
1766,TAKEOFF,52427,32709,23/11/2021,22/11/2021,141,1023,1212050
1767,TAKEOFF,85187,88802,26/04/2020,25/04/2020,41,1633,1211997
1768,CANCELLED,35750,39404,,,92,1244,1445913
1769,ARRIVED,42389,58301,12/02/2016,11/02/2016,74,1050,1080237
1770,DELAYED,96599,63699,19/05/2017,18/05/2017,68,350,1331447
1771,ARRIVED,77188,45748,15/10/2016,15/10/2016,114,979,1413986
1772,CANCELLED,42527,88193,,,82,2038,1302562
1773,DELAYED,59520,72457,17/03/2021,17/03/2021,92,229,1912502
1774,TAKEOFF,47122,62714,06/02/2018,05/02/2018,131,1849,1686656
1775,TAKEOFF,91225,74716,07/04/2016,06/04/2016,132,199,1924480
1776,DELAYED,66700,60792,28/06/2022,28/06/2022,11,1896,1237959
1777,ARRIVED,72265,81045,09/05/2015,09/05/2015,102,1938,1304826
1778,CANCELLED,93295,32050,,,87,1262,1445205
1779,DELAYED,43820,73147,16/10/2018,15/10/2018,89,810,1604379
1780,WAITING FOR DEPARTURE,39670,72048,,,43,506,1838757
1781,WAITING FOR DEPARTURE,63455,96532,,,26,1537,1216907
1782,WAITING FOR DEPARTURE,95594,58240,,,74,59,1807461
1783,CANCELLED,65054,89908,,,90,1480,1069921
1784,WAITING FOR DEPARTURE,37989,55374,,,93,1929,1286612
1785,WAITING FOR DEPARTURE,38075,37685,,,182,757,1420318
1786,CANCELLED,87236,37237,,,118,1677,1121682
1787,DELAYED,63705,70180,06/02/2018,06/02/2018,42,263,1744253
1788,CANCELLED,62284,48464,,,47,571,1433382
1789,DELAYED,99881,69013,27/12/2015,27/12/2015,84,1205,1244799
1790,ARRIVED,98743,63327,28/11/2019,27/11/2019,115,546,1087297
1791,WAITING FOR DEPARTURE,90541,83021,,,86,701,1419669
1792,ARRIVED,92292,68497,18/05/2015,18/05/2015,150,1510,1868800
1793,TAKEOFF,84624,82677,20/12/2019,20/12/2019,168,961,1474541
1794,CANCELLED,66952,38627,,,33,1032,1215729
1795,TAKEOFF,45344,84433,08/05/2019,08/05/2019,32,444,1469982
1796,WAITING FOR DEPARTURE,39546,82517,,,4,184,1788413
1797,ARRIVED,92364,43354,02/11/2017,01/11/2017,75,80,1385508
1798,ARRIVED,44334,56170,25/08/2016,25/08/2016,84,1378,1116129
1799,CANCELLED,69685,60537,,,158,1289,1715487
1800,ARRIVED,34290,92111,08/01/2018,07/01/2018,129,1773,1615989
1801,ARRIVED,95797,96451,06/04/2018,06/04/2018,188,1350,1358405
1802,ARRIVED,56938,48799,19/09/2016,18/09/2016,29,1609,1101178
1803,TAKEOFF,79647,40563,25/03/2019,24/03/2019,103,250,1789314
1804,CANCELLED,81282,38624,,,97,1980,1237094
1805,CANCELLED,48803,90273,,,46,1358,1178530
1806,TAKEOFF,89646,78348,01/07/2016,01/07/2016,160,859,1969875
1807,ARRIVED,56317,95753,10/03/2015,10/03/2015,30,1800,1518349
1808,TAKEOFF,84824,52972,16/01/2017,15/01/2017,54,1945,1367677
1809,CANCELLED,89754,50702,,,146,1501,1629844
1810,WAITING FOR DEPARTURE,90550,51927,,,70,1608,1622171
1811,ARRIVED,76686,61643,15/11/2015,15/11/2015,157,309,1542183
1812,DELAYED,70933,38785,08/05/2017,07/05/2017,66,790,1936209
1813,ARRIVED,77249,61215,24/01/2018,24/01/2018,109,952,1011510
1814,ARRIVED,71738,53463,12/10/2019,11/10/2019,184,80,1119012
1815,CANCELLED,64563,67612,,,66,1698,1897908
1816,CANCELLED,55216,50516,,,102,653,1005000
1817,WAITING FOR DEPARTURE,96307,34185,,,115,802,1553692
1818,WAITING FOR DEPARTURE,31997,88659,,,144,1180,1978101
1819,DELAYED,68778,54015,13/07/2019,13/07/2019,50,392,1736328
1820,ARRIVED,30731,64469,27/03/2016,27/03/2016,82,571,1456455
1821,ARRIVED,61690,80544,24/10/2020,23/10/2020,129,313,1877407
1822,CANCELLED,81813,38087,,,183,1437,1729730
1823,ARRIVED,52738,45808,11/08/2019,10/08/2019,70,399,1071689
1824,TAKEOFF,35245,79490,04/10/2015,03/10/2015,53,1134,1862643
1825,TAKEOFF,88624,82104,16/01/2018,15/01/2018,29,932,1771595
1826,TAKEOFF,71379,44316,04/02/2015,04/02/2015,116,343,1130201
1827,TAKEOFF,93381,86812,23/05/2022,22/05/2022,43,1338,1914692
1828,WAITING FOR DEPARTURE,56553,44946,,,183,1950,1801522
1829,ARRIVED,31807,41449,07/03/2016,06/03/2016,170,1915,1131527
1830,ARRIVED,64262,70836,06/01/2015,06/01/2015,156,1095,1879139
1831,WAITING FOR DEPARTURE,45308,40645,,,180,48,1947101
1832,TAKEOFF,94576,87264,24/09/2016,23/09/2016,161,354,1512473
1833,DELAYED,85587,93817,26/04/2017,25/04/2017,117,1363,1040196
1834,TAKEOFF,62104,32808,13/06/2016,13/06/2016,103,1218,1868976
1835,TAKEOFF,53981,82359,10/12/2020,10/12/2020,38,1756,1047111
1836,CANCELLED,44709,70206,,,147,1233,1771717
1837,DELAYED,31770,42391,10/04/2022,09/04/2022,154,1171,1512860
1838,CANCELLED,80213,75668,,,121,1882,1500313
1839,WAITING FOR DEPARTURE,69510,47403,,,85,646,1588677
1840,TAKEOFF,91560,79170,23/06/2018,23/06/2018,54,688,1489040
1841,ARRIVED,93184,84513,18/02/2020,17/02/2020,18,100,1255117
1842,DELAYED,84906,33821,27/06/2018,27/06/2018,26,580,1587129
1843,ARRIVED,91012,46657,09/01/2021,09/01/2021,88,847,1033024
1844,ARRIVED,92105,86269,12/07/2022,11/07/2022,36,1620,1214753
1845,DELAYED,57260,70998,28/09/2022,28/09/2022,13,1801,1334500
1846,CANCELLED,51691,30990,,,145,1116,1060926
1847,CANCELLED,34299,83987,,,46,1496,1357134
1848,DELAYED,48667,62447,02/09/2017,01/09/2017,69,1455,1756467
1849,WAITING FOR DEPARTURE,46637,56777,,,87,1401,1059679
1850,DELAYED,47081,92455,08/01/2017,08/01/2017,56,703,1774805
1851,CANCELLED,53592,99445,,,136,736,1337264
1852,WAITING FOR DEPARTURE,99067,90770,,,68,1696,1445929
1853,ARRIVED,37275,69760,16/03/2017,16/03/2017,87,268,1345795
1854,CANCELLED,95091,40915,,,155,424,1492737
1855,WAITING FOR DEPARTURE,54138,55933,,,44,2043,1508002
1856,TAKEOFF,78788,34851,22/04/2020,22/04/2020,38,2096,1379030
1857,ARRIVED,67948,51268,26/10/2016,26/10/2016,179,995,1773296
1858,CANCELLED,69629,99231,,,10,1783,1896327
1859,ARRIVED,88505,42310,12/04/2019,11/04/2019,52,204,1545233
1860,CANCELLED,87873,85306,,,84,39,1184443
1861,CANCELLED,62631,32894,,,130,1201,1952167
1862,CANCELLED,91030,55128,,,188,722,1278818
1863,TAKEOFF,97500,54083,30/08/2020,30/08/2020,179,974,1460710
1864,ARRIVED,64995,77423,15/10/2018,14/10/2018,101,393,1223064
1865,ARRIVED,93374,49693,15/11/2022,14/11/2022,132,1693,1927894
1866,ARRIVED,53781,68388,07/05/2021,07/05/2021,63,663,1969269
1867,CANCELLED,90279,77303,,,36,1069,1122344
1868,ARRIVED,57508,41943,14/05/2020,14/05/2020,181,1847,1711938
1869,CANCELLED,81948,32124,,,79,1998,1621395
1870,CANCELLED,53318,36227,,,103,1587,1959008
1871,DELAYED,78528,73356,07/02/2016,06/02/2016,28,71,1851377
1872,ARRIVED,37526,35223,14/04/2016,13/04/2016,142,2097,1016721
1873,DELAYED,80665,40801,28/01/2019,27/01/2019,112,1269,1824509
1874,TAKEOFF,68988,66782,28/02/2015,28/02/2015,108,1447,1404698
1875,TAKEOFF,72186,66959,25/02/2016,25/02/2016,37,781,1913506
1876,CANCELLED,34566,70114,,,93,606,1227851
1877,DELAYED,44309,70458,11/05/2015,10/05/2015,78,719,1056538
1878,DELAYED,30978,59896,09/03/2018,08/03/2018,123,925,1801025
1879,CANCELLED,91594,67964,,,83,1256,1733089
1880,DELAYED,39214,42462,05/12/2018,04/12/2018,80,1782,1047453
1881,CANCELLED,40944,87389,,,126,1115,1541382
1882,CANCELLED,90013,32654,,,39,1189,1242579
1883,DELAYED,34142,84315,01/08/2016,01/08/2016,86,1447,1825680
1884,ARRIVED,40305,72358,23/07/2021,22/07/2021,139,931,1368836
1885,WAITING FOR DEPARTURE,66232,52962,,,117,1515,1761411
1886,TAKEOFF,77806,41455,20/07/2020,19/07/2020,79,857,1799398
1887,TAKEOFF,56233,91634,24/03/2015,24/03/2015,110,755,1169249
1888,WAITING FOR DEPARTURE,68583,46335,,,1,826,1369579
1889,WAITING FOR DEPARTURE,67454,65256,,,163,66,1845456
1890,DELAYED,98569,88418,15/10/2020,14/10/2020,185,898,1653890
1891,WAITING FOR DEPARTURE,78186,72835,,,107,1276,1507130
1892,DELAYED,61911,65979,04/04/2022,04/04/2022,185,1942,1643711
1893,WAITING FOR DEPARTURE,81801,65826,,,53,1538,1679738
1894,ARRIVED,52062,39837,18/01/2019,18/01/2019,172,1141,1380063
1895,CANCELLED,46567,87216,,,146,521,1615234
1896,CANCELLED,63881,53138,,,153,1698,1546134
1897,ARRIVED,64749,46932,02/05/2018,01/05/2018,109,1280,1467476
1898,DELAYED,90127,64403,03/10/2019,02/10/2019,16,232,1298283
1899,ARRIVED,72899,82188,22/12/2018,21/12/2018,21,1438,1666186
1900,DELAYED,82259,89491,25/08/2019,25/08/2019,132,1527,1668507
1901,TAKEOFF,34588,89361,03/12/2021,03/12/2021,171,345,1540318
1902,DELAYED,56738,54584,16/06/2015,15/06/2015,185,1935,1209458
1903,ARRIVED,56604,31279,05/05/2015,04/05/2015,144,796,1506854
1904,WAITING FOR DEPARTURE,83573,34730,,,135,851,1949579
1905,CANCELLED,70996,62066,,,28,1951,1224113
1906,ARRIVED,31755,62614,17/10/2022,16/10/2022,18,610,1616548
1907,TAKEOFF,40201,46252,17/03/2022,17/03/2022,129,462,1844423
1908,WAITING FOR DEPARTURE,56084,58484,,,102,469,1286264
1909,DELAYED,31041,70001,20/03/2018,19/03/2018,84,41,1877608
1910,WAITING FOR DEPARTURE,74443,52290,,,104,1801,1745862
1911,CANCELLED,98149,57649,,,182,1984,1483900
1912,DELAYED,45085,85383,03/09/2021,02/09/2021,111,1671,1369904
1913,CANCELLED,64904,90594,,,184,1746,1261851
1914,DELAYED,47681,61734,05/04/2015,04/04/2015,125,1954,1304834
1915,TAKEOFF,90821,39426,15/11/2022,14/11/2022,73,514,1274692
1916,ARRIVED,85234,63552,15/10/2018,14/10/2018,125,1966,1021254
1917,CANCELLED,47879,63212,,,162,1602,1815339
1918,DELAYED,99302,57492,07/07/2022,07/07/2022,176,2016,1654809
1919,ARRIVED,49718,56687,02/02/2015,02/02/2015,66,1140,1552356
1920,ARRIVED,30897,81832,20/01/2018,19/01/2018,77,79,1326181
1921,ARRIVED,37675,62760,13/04/2018,12/04/2018,59,1142,1379270
1922,ARRIVED,46652,78019,21/02/2020,20/02/2020,186,860,1107292
1923,CANCELLED,94120,78218,,,155,2073,1621967
1924,CANCELLED,79918,33150,,,66,124,1626046
1925,ARRIVED,73057,79534,23/11/2019,23/11/2019,154,1081,1541896
1926,DELAYED,61873,70878,05/01/2016,04/01/2016,35,761,1320365
1927,WAITING FOR DEPARTURE,67191,90280,,,108,1930,1871673
1928,WAITING FOR DEPARTURE,90222,60211,,,131,1115,1895904
1929,WAITING FOR DEPARTURE,54761,76811,,,50,858,1949557
1930,DELAYED,74128,75817,12/01/2016,11/01/2016,153,986,1334491
1931,WAITING FOR DEPARTURE,41175,40990,,,72,351,1173559
1932,CANCELLED,82627,92168,,,41,179,1174387
1933,CANCELLED,93544,92482,,,163,564,1955047
1934,WAITING FOR DEPARTURE,73549,79187,,,18,1335,1736065
1935,CANCELLED,68610,97205,,,148,819,1249871
1936,CANCELLED,66094,50950,,,128,1208,1971924
1937,CANCELLED,65808,62200,,,23,986,1387176
1938,ARRIVED,99795,45545,25/04/2017,24/04/2017,157,339,1290248
1939,ARRIVED,73736,71107,29/10/2019,29/10/2019,127,1465,1618614
1940,TAKEOFF,55002,56144,06/03/2016,05/03/2016,146,381,1721412
1941,WAITING FOR DEPARTURE,61961,51445,,,148,1737,1645150
1942,CANCELLED,73313,75978,,,146,1941,1024370
1943,TAKEOFF,41291,69858,16/09/2022,16/09/2022,35,141,1643453
1944,TAKEOFF,38043,47750,08/08/2016,07/08/2016,124,940,1077770
1945,TAKEOFF,68577,61834,17/03/2022,17/03/2022,180,1067,1592914
1946,WAITING FOR DEPARTURE,89080,81932,,,94,1343,1952517
1947,TAKEOFF,82557,80620,05/05/2019,05/05/2019,55,503,1561875
1948,TAKEOFF,45342,84840,01/06/2015,31/05/2015,144,1961,1272425
1949,CANCELLED,61885,71781,,,28,818,1156156
1950,TAKEOFF,94387,74662,03/08/2020,02/08/2020,189,1703,1900176
1951,WAITING FOR DEPARTURE,78588,61860,,,81,844,1868605
1952,CANCELLED,43478,89246,,,126,2093,1028479
1953,CANCELLED,68298,47665,,,131,1703,1335477
1954,ARRIVED,38245,44896,18/01/2022,17/01/2022,173,1193,1934890
1955,DELAYED,94935,51541,01/10/2022,01/10/2022,41,755,1118939
1956,WAITING FOR DEPARTURE,84462,56686,,,36,444,1325701
1957,WAITING FOR DEPARTURE,48000,30518,,,77,1179,1320480
1958,WAITING FOR DEPARTURE,88871,34680,,,35,1573,1252682
1959,WAITING FOR DEPARTURE,41399,44471,,,166,46,1720132
1960,DELAYED,89294,64564,05/03/2016,04/03/2016,55,1660,1659575
1961,CANCELLED,62481,71877,,,123,300,1251159
1962,WAITING FOR DEPARTURE,56676,44475,,,148,1545,1158706
1963,DELAYED,95243,53834,21/01/2016,21/01/2016,50,1470,1741741
1964,TAKEOFF,32040,37985,14/05/2019,13/05/2019,37,1802,1293784
1965,ARRIVED,69760,54181,31/12/2018,31/12/2018,90,1096,1773053
1966,TAKEOFF,32442,76694,16/12/2020,16/12/2020,127,994,1134047
1967,ARRIVED,65507,77441,18/07/2022,18/07/2022,27,2110,1821540
1968,WAITING FOR DEPARTURE,85135,34451,,,78,50,1272045
1969,DELAYED,84782,66117,14/01/2019,13/01/2019,49,324,1925898
1970,DELAYED,85072,90008,07/02/2022,06/02/2022,131,1384,1038712
1971,DELAYED,63775,44053,30/04/2018,30/04/2018,59,878,1098099
1972,CANCELLED,39832,83635,,,99,1888,1054924
1973,TAKEOFF,71484,55677,24/10/2015,23/10/2015,126,54,1930799
1974,TAKEOFF,30619,78486,10/12/2021,10/12/2021,183,1529,1847408
1975,CANCELLED,82170,84255,,,86,624,1617392
1976,TAKEOFF,78448,84062,04/02/2021,03/02/2021,54,1564,1616419
1977,ARRIVED,61843,61588,07/09/2016,06/09/2016,140,232,1798288
1978,DELAYED,54267,92633,29/09/2018,29/09/2018,142,1551,1641522
1979,WAITING FOR DEPARTURE,36172,94569,,,89,1366,1010783
1980,ARRIVED,73016,38844,22/09/2021,22/09/2021,46,2072,1457182
1981,CANCELLED,93073,60739,,,72,898,1026152
1982,DELAYED,71538,92069,19/01/2015,18/01/2015,92,1200,1133953
1983,ARRIVED,75625,43486,17/09/2019,17/09/2019,188,826,1248373
1984,DELAYED,62241,80558,08/08/2017,08/08/2017,155,1420,1171613
1985,DELAYED,31277,45478,01/03/2020,01/03/2020,121,1892,1703812
1986,DELAYED,75097,82334,05/08/2021,05/08/2021,59,55,1589836
1987,ARRIVED,53460,32893,22/11/2022,21/11/2022,15,310,1049028
1988,CANCELLED,60115,92514,,,120,1334,1569467
1989,WAITING FOR DEPARTURE,54345,45635,,,78,738,1511457
1990,DELAYED,86746,49919,15/08/2021,15/08/2021,141,782,1575093
1991,DELAYED,93492,86182,14/07/2016,13/07/2016,161,1240,1662348
1992,ARRIVED,76123,37187,19/11/2018,18/11/2018,157,1710,1283159
1993,DELAYED,50576,36599,20/12/2015,19/12/2015,31,1138,1129126
1994,TAKEOFF,38243,38232,30/11/2016,29/11/2016,176,401,1169872
1995,TAKEOFF,35842,73298,27/12/2016,26/12/2016,0,547,1548717
1996,ARRIVED,88867,33641,13/11/2021,12/11/2021,100,2072,1666413
1997,WAITING FOR DEPARTURE,56329,90447,,,3,1475,1545166
1998,WAITING FOR DEPARTURE,61849,54088,,,23,1489,1576649
1999,WAITING FOR DEPARTURE,34904,33127,,,22,632,1270235
